filename,Anthracnose,Bacterial Canker,Cutting Weevil,Die Back,Gall Midge,Healthy,Powdery Mildew,Sooty Mould,uploads
synthetic_Powdery Mildew_Die Back_663.jpg,0,0,0,1,0,0,1,0,0
synthetic_Sooty Mould_Die Back_534.jpg,0,0,0,1,0,0,0,1,0
synthetic_Die Back_Bacterial Canker_334.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Gall Midge_1493.jpg,0,0,0,1,1,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_736.jpg,0,0,1,0,1,0,0,0,0
synthetic_Cutting Weevil_Die Back_1730.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Sooty Mould_1880.jpg,0,0,0,0,0,1,0,1,0
synthetic_Sooty Mould_Anthracnose_493.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Gall Midge_752.jpg,0,1,0,0,1,0,0,0,0
synthetic_Anthracnose_Powdery Mildew_835.jpg,1,0,0,0,0,0,1,0,0
synthetic_Bacterial Canker_Gall Midge_1931.jpg,0,1,0,0,1,0,0,0,0
synthetic_Healthy_uploads_1706.jpg,0,0,0,0,0,1,0,0,1
synthetic_Gall Midge_Powdery Mildew_1144.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Sooty Mould_1854.jpg,0,0,0,0,0,0,0,1,1
synthetic_Sooty Mould_Bacterial Canker_436.jpg,0,1,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Anthracnose_1519.jpg,1,0,0,0,0,0,1,0,0
synthetic_Bacterial Canker_uploads_217.jpg,0,1,0,0,0,0,0,0,1
synthetic_Anthracnose_Sooty Mould_1308.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_uploads_754.jpg,0,1,0,0,0,0,0,0,1
synthetic_Cutting Weevil_Powdery Mildew_1966.jpg,0,0,1,0,0,0,1,0,0
synthetic_Bacterial Canker_Anthracnose_134.jpg,1,1,0,0,0,0,0,0,0
synthetic_Die Back_Healthy_228.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_Anthracnose_1386.jpg,1,0,0,0,1,0,0,0,0
synthetic_Sooty Mould_Anthracnose_756.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Die Back_1501.jpg,0,0,0,1,0,0,0,0,1
synthetic_uploads_Sooty Mould_1421.jpg,0,0,0,0,0,0,0,1,1
synthetic_Cutting Weevil_Healthy_1344.jpg,0,0,1,0,0,1,0,0,0
synthetic_Bacterial Canker_Die Back_642.jpg,0,1,0,1,0,0,0,0,0
synthetic_Anthracnose_Healthy_1716.jpg,1,0,0,0,0,1,0,0,0
synthetic_Gall Midge_Sooty Mould_1271.jpg,0,0,0,0,1,0,0,1,0
synthetic_Powdery Mildew_uploads_1173.jpg,0,0,0,0,0,0,1,0,1
synthetic_Die Back_Gall Midge_1823.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_uploads_340.jpg,0,0,0,1,0,0,0,0,1
synthetic_Sooty Mould_Anthracnose_1865.jpg,1,0,0,0,0,0,0,1,0
synthetic_Anthracnose_Bacterial Canker_1028.jpg,1,1,0,0,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_571.jpg,1,0,1,0,0,0,0,0,0
synthetic_Sooty Mould_Die Back_1628.jpg,0,0,0,1,0,0,0,1,0
synthetic_Cutting Weevil_Powdery Mildew_1109.jpg,0,0,1,0,0,0,1,0,0
synthetic_Gall Midge_Bacterial Canker_504.jpg,0,1,0,0,1,0,0,0,0
synthetic_Bacterial Canker_uploads_684.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Sooty Mould_1275.jpg,0,0,0,0,0,0,0,1,1
synthetic_Gall Midge_Cutting Weevil_1676.jpg,0,0,1,0,1,0,0,0,0
synthetic_Anthracnose_Sooty Mould_109.jpg,1,0,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Sooty Mould_945.jpg,0,0,0,0,0,0,1,1,0
synthetic_uploads_Cutting Weevil_546.jpg,0,0,1,0,0,0,0,0,1
synthetic_Cutting Weevil_Bacterial Canker_470.jpg,0,1,1,0,0,0,0,0,0
synthetic_Anthracnose_Sooty Mould_1010.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Cutting Weevil_429.jpg,0,0,1,0,0,0,0,0,1
synthetic_Die Back_Cutting Weevil_716.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Healthy_695.jpg,0,0,0,1,0,1,0,0,0
synthetic_uploads_Die Back_1541.jpg,0,0,0,1,0,0,0,0,1
synthetic_Anthracnose_Healthy_1877.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_Bacterial Canker_1399.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Powdery Mildew_1773.jpg,1,0,0,0,0,0,1,0,0
synthetic_Sooty Mould_Anthracnose_1187.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Sooty Mould_1782.jpg,0,1,0,0,0,0,0,1,0
synthetic_Cutting Weevil_uploads_1095.jpg,0,0,1,0,0,0,0,0,1
synthetic_Cutting Weevil_Powdery Mildew_1626.jpg,0,0,1,0,0,0,1,0,0
synthetic_Die Back_Bacterial Canker_1103.jpg,0,1,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Bacterial Canker_583.jpg,0,1,0,0,0,0,1,0,0
synthetic_Sooty Mould_Powdery Mildew_961.jpg,0,0,0,0,0,0,1,1,0
synthetic_Gall Midge_Sooty Mould_99.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Die Back_1222.jpg,0,0,0,1,0,0,0,1,0
synthetic_Healthy_Die Back_750.jpg,0,0,0,1,0,1,0,0,0
synthetic_Powdery Mildew_Healthy_1935.jpg,0,0,0,0,0,1,1,0,0
synthetic_Die Back_Cutting Weevil_532.jpg,0,0,1,1,0,0,0,0,0
synthetic_Bacterial Canker_uploads_1999.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Cutting Weevil_812.jpg,0,0,1,1,0,0,0,0,0
synthetic_Anthracnose_Cutting Weevil_1838.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_1780.jpg,0,0,1,0,1,0,0,0,0
synthetic_Sooty Mould_Die Back_1950.jpg,0,0,0,1,0,0,0,1,0
synthetic_Die Back_Healthy_285.jpg,0,0,0,1,0,1,0,0,0
synthetic_Healthy_Gall Midge_438.jpg,0,0,0,0,1,1,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_82.jpg,0,0,1,0,0,0,1,0,0
synthetic_Sooty Mould_Anthracnose_256.jpg,1,0,0,0,0,0,0,1,0
synthetic_Healthy_uploads_522.jpg,0,0,0,0,0,1,0,0,1
synthetic_Anthracnose_Powdery Mildew_10.jpg,1,0,0,0,0,0,1,0,0
synthetic_Healthy_Gall Midge_923.jpg,0,0,0,0,1,1,0,0,0
synthetic_Gall Midge_Cutting Weevil_1274.jpg,0,0,1,0,1,0,0,0,0
synthetic_Anthracnose_Die Back_39.jpg,1,0,0,1,0,0,0,0,0
synthetic_uploads_Healthy_782.jpg,0,0,0,0,0,1,0,0,1
synthetic_Powdery Mildew_Sooty Mould_1963.jpg,0,0,0,0,0,0,1,1,0
synthetic_Powdery Mildew_uploads_822.jpg,0,0,0,0,0,0,1,0,1
synthetic_Sooty Mould_Anthracnose_1722.jpg,1,0,0,0,0,0,0,1,0
synthetic_Anthracnose_Healthy_240.jpg,1,0,0,0,0,1,0,0,0
synthetic_Powdery Mildew_Gall Midge_1511.jpg,0,0,0,0,1,0,1,0,0
synthetic_Cutting Weevil_Sooty Mould_182.jpg,0,0,1,0,0,0,0,1,0
synthetic_Cutting Weevil_Anthracnose_1134.jpg,1,0,1,0,0,0,0,0,0
synthetic_Healthy_Powdery Mildew_471.jpg,0,0,0,0,0,1,1,0,0
synthetic_Die Back_Bacterial Canker_1265.jpg,0,1,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Anthracnose_1658.jpg,1,0,0,0,0,0,1,0,0
synthetic_Gall Midge_Die Back_1129.jpg,0,0,0,1,1,0,0,0,0
synthetic_uploads_Die Back_720.jpg,0,0,0,1,0,0,0,0,1
synthetic_Sooty Mould_Powdery Mildew_125.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_Die Back_1597.jpg,1,0,0,1,0,0,0,0,0
synthetic_Gall Midge_Anthracnose_702.jpg,1,0,0,0,1,0,0,0,0
synthetic_Sooty Mould_Cutting Weevil_609.jpg,0,0,1,0,0,0,0,1,0
synthetic_Bacterial Canker_Gall Midge_1361.jpg,0,1,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Sooty Mould_462.jpg,0,0,1,0,0,0,0,1,0
synthetic_Powdery Mildew_Bacterial Canker_1936.jpg,0,1,0,0,0,0,1,0,0
synthetic_Sooty Mould_Anthracnose_354.jpg,1,0,0,0,0,0,0,1,0
synthetic_Gall Midge_uploads_398.jpg,0,0,0,0,1,0,0,0,1
synthetic_Powdery Mildew_Anthracnose_1092.jpg,1,0,0,0,0,0,1,0,0
synthetic_Sooty Mould_uploads_1166.jpg,0,0,0,0,0,0,0,1,1
synthetic_Die Back_uploads_338.jpg,0,0,0,1,0,0,0,0,1
synthetic_Anthracnose_Gall Midge_1830.jpg,1,0,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Healthy_305.jpg,0,0,1,0,0,1,0,0,0
synthetic_Anthracnose_Cutting Weevil_677.jpg,1,0,1,0,0,0,0,0,0
synthetic_Sooty Mould_Gall Midge_1200.jpg,0,0,0,0,1,0,0,1,0
synthetic_Powdery Mildew_Anthracnose_1642.jpg,1,0,0,0,0,0,1,0,0
synthetic_Anthracnose_Sooty Mould_1345.jpg,1,0,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Gall Midge_883.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_Die Back_1499.jpg,0,0,0,1,0,0,0,1,0
synthetic_Sooty Mould_Bacterial Canker_1580.jpg,0,1,0,0,0,0,0,1,0
synthetic_Healthy_Die Back_1451.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_uploads_832.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Cutting Weevil_1125.jpg,0,1,1,0,0,0,0,0,0
synthetic_Gall Midge_Anthracnose_1728.jpg,1,0,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_988.jpg,0,1,1,0,0,0,0,0,0
synthetic_Gall Midge_uploads_1199.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Anthracnose_1126.jpg,1,0,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Anthracnose_1894.jpg,1,1,0,0,0,0,0,0,0
synthetic_Die Back_Sooty Mould_1230.jpg,0,0,0,1,0,0,0,1,0
synthetic_Cutting Weevil_Gall Midge_426.jpg,0,0,1,0,1,0,0,0,0
synthetic_Gall Midge_uploads_1036.jpg,0,0,0,0,1,0,0,0,1
synthetic_uploads_Bacterial Canker_1983.jpg,0,1,0,0,0,0,0,0,1
synthetic_Sooty Mould_Die Back_957.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_Cutting Weevil_181.jpg,0,0,1,0,1,0,0,0,0
synthetic_Die Back_Bacterial Canker_328.jpg,0,1,0,1,0,0,0,0,0
synthetic_Sooty Mould_Gall Midge_198.jpg,0,0,0,0,1,0,0,1,0
synthetic_Powdery Mildew_Healthy_1071.jpg,0,0,0,0,0,1,1,0,0
synthetic_Sooty Mould_Cutting Weevil_437.jpg,0,0,1,0,0,0,0,1,0
synthetic_uploads_Sooty Mould_1075.jpg,0,0,0,0,0,0,0,1,1
synthetic_Powdery Mildew_Die Back_1148.jpg,0,0,0,1,0,0,1,0,0
synthetic_Cutting Weevil_Anthracnose_416.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_Die Back_998.jpg,1,0,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_1579.jpg,0,1,0,0,0,0,1,0,0
synthetic_uploads_Gall Midge_1878.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Powdery Mildew_926.jpg,0,0,0,1,0,0,1,0,0
synthetic_Die Back_Anthracnose_678.jpg,1,0,0,1,0,0,0,0,0
synthetic_Anthracnose_Sooty Mould_234.jpg,1,0,0,0,0,0,0,1,0
synthetic_Die Back_Cutting Weevil_1083.jpg,0,0,1,1,0,0,0,0,0
synthetic_Gall Midge_uploads_440.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Bacterial Canker_1063.jpg,0,1,0,1,0,0,0,0,0
synthetic_Gall Midge_Anthracnose_1982.jpg,1,0,0,0,1,0,0,0,0
synthetic_Bacterial Canker_Sooty Mould_1879.jpg,0,1,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Powdery Mildew_1281.jpg,0,1,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Anthracnose_1040.jpg,1,0,1,0,0,0,0,0,0
synthetic_Die Back_Gall Midge_1902.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_Bacterial Canker_783.jpg,0,1,0,1,0,0,0,0,0
synthetic_uploads_Sooty Mould_333.jpg,0,0,0,0,0,0,0,1,1
synthetic_Cutting Weevil_Healthy_1793.jpg,0,0,1,0,0,1,0,0,0
synthetic_Gall Midge_Bacterial Canker_1518.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_Healthy_1299.jpg,0,0,0,0,1,1,0,0,0
synthetic_Sooty Mould_Anthracnose_1583.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Powdery Mildew_1795.jpg,0,0,0,0,0,0,1,0,1
synthetic_Healthy_Bacterial Canker_1517.jpg,0,1,0,0,0,1,0,0,0
synthetic_Cutting Weevil_uploads_264.jpg,0,0,1,0,0,0,0,0,1
synthetic_Powdery Mildew_Sooty Mould_1697.jpg,0,0,0,0,0,0,1,1,0
synthetic_uploads_Gall Midge_307.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Gall Midge_1256.jpg,0,1,0,0,1,0,0,0,0
synthetic_uploads_Cutting Weevil_1792.jpg,0,0,1,0,0,0,0,0,1
synthetic_Die Back_Powdery Mildew_1881.jpg,0,0,0,1,0,0,1,0,0
synthetic_uploads_Powdery Mildew_1751.jpg,0,0,0,0,0,0,1,0,1
synthetic_Gall Midge_Healthy_1725.jpg,0,0,0,0,1,1,0,0,0
synthetic_Die Back_Healthy_1249.jpg,0,0,0,1,0,1,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_1143.jpg,0,0,1,0,0,0,1,0,0
synthetic_Sooty Mould_Bacterial Canker_905.jpg,0,1,0,0,0,0,0,1,0
synthetic_Die Back_Bacterial Canker_362.jpg,0,1,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Sooty Mould_664.jpg,0,0,1,0,0,0,0,1,0
synthetic_Cutting Weevil_Die Back_7.jpg,0,0,1,1,0,0,0,0,0
synthetic_Sooty Mould_Bacterial Canker_1632.jpg,0,1,0,0,0,0,0,1,0
synthetic_Healthy_Sooty Mould_797.jpg,0,0,0,0,0,1,0,1,0
synthetic_Cutting Weevil_Anthracnose_575.jpg,1,0,1,0,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_241.jpg,0,0,1,0,0,1,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_521.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Gall Midge_1608.jpg,0,0,0,0,1,1,0,0,0
synthetic_Die Back_Sooty Mould_97.jpg,0,0,0,1,0,0,0,1,0
synthetic_Healthy_Anthracnose_2.jpg,1,0,0,0,0,1,0,0,0
synthetic_Bacterial Canker_Anthracnose_84.jpg,1,1,0,0,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_1341.jpg,0,0,1,0,0,1,0,0,0
synthetic_Healthy_Gall Midge_1488.jpg,0,0,0,0,1,1,0,0,0
synthetic_Sooty Mould_Bacterial Canker_889.jpg,0,1,0,0,0,0,0,1,0
synthetic_Die Back_Cutting Weevil_1136.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Sooty Mould_622.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_uploads_61.jpg,0,0,0,0,1,0,0,0,1
synthetic_Powdery Mildew_Sooty Mould_1667.jpg,0,0,0,0,0,0,1,1,0
synthetic_Bacterial Canker_Die Back_1405.jpg,0,1,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Sooty Mould_941.jpg,0,0,1,0,0,0,0,1,0
synthetic_Gall Midge_Anthracnose_549.jpg,1,0,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1098.jpg,0,1,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Die Back_446.jpg,0,1,0,1,0,0,0,0,0
synthetic_uploads_Sooty Mould_1371.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Gall Midge_628.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_953.jpg,0,0,1,0,1,0,0,0,0
synthetic_uploads_Anthracnose_310.jpg,1,0,0,0,0,0,0,0,1
synthetic_Anthracnose_Bacterial Canker_1156.jpg,1,1,0,0,0,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1145.jpg,0,1,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Healthy_1577.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_uploads_1724.jpg,1,0,0,0,0,0,0,0,1
synthetic_Die Back_Powdery Mildew_1479.jpg,0,0,0,1,0,0,1,0,0
synthetic_Gall Midge_Cutting Weevil_760.jpg,0,0,1,0,1,0,0,0,0
synthetic_Cutting Weevil_Die Back_1473.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_1234.jpg,0,0,1,0,0,1,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_1812.jpg,0,0,1,0,0,0,1,0,0
synthetic_Healthy_Bacterial Canker_1236.jpg,0,1,0,0,0,1,0,0,0
synthetic_Gall Midge_Bacterial Canker_137.jpg,0,1,0,0,1,0,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_1352.jpg,0,1,0,0,0,0,1,0,0
synthetic_Sooty Mould_uploads_214.jpg,0,0,0,0,0,0,0,1,1
synthetic_Powdery Mildew_Anthracnose_1694.jpg,1,0,0,0,0,0,1,0,0
synthetic_Anthracnose_uploads_404.jpg,1,0,0,0,0,0,0,0,1
synthetic_Gall Midge_Healthy_1546.jpg,0,0,0,0,1,1,0,0,0
synthetic_Gall Midge_uploads_701.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_Sooty Mould_1572.jpg,0,1,0,0,0,0,0,1,0
synthetic_Die Back_Powdery Mildew_1232.jpg,0,0,0,1,0,0,1,0,0
synthetic_Healthy_Sooty Mould_1053.jpg,0,0,0,0,0,1,0,1,0
synthetic_Powdery Mildew_Cutting Weevil_1458.jpg,0,0,1,0,0,0,1,0,0
synthetic_uploads_Bacterial Canker_1682.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Gall Midge_565.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_Bacterial Canker_1753.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Anthracnose_1933.jpg,1,0,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_1965.jpg,0,1,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Gall Midge_730.jpg,0,0,0,0,1,0,1,0,0
synthetic_Anthracnose_Sooty Mould_1400.jpg,1,0,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Anthracnose_166.jpg,1,0,0,0,0,0,1,0,0
synthetic_uploads_Anthracnose_1709.jpg,1,0,0,0,0,0,0,0,1
synthetic_Cutting Weevil_Sooty Mould_818.jpg,0,0,1,0,0,0,0,1,0
synthetic_Cutting Weevil_Sooty Mould_1074.jpg,0,0,1,0,0,0,0,1,0
synthetic_uploads_Bacterial Canker_639.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Die Back_648.jpg,0,0,0,1,0,0,0,0,1
synthetic_Sooty Mould_Powdery Mildew_646.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_Gall Midge_146.jpg,1,0,0,0,1,0,0,0,0
synthetic_Die Back_Sooty Mould_933.jpg,0,0,0,1,0,0,0,1,0
synthetic_Healthy_Powdery Mildew_202.jpg,0,0,0,0,0,1,1,0,0
synthetic_uploads_Cutting Weevil_1429.jpg,0,0,1,0,0,0,0,0,1
synthetic_Gall Midge_Healthy_1120.jpg,0,0,0,0,1,1,0,0,0
synthetic_Bacterial Canker_Die Back_1480.jpg,0,1,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_598.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_uploads_1970.jpg,0,0,1,0,0,0,0,0,1
synthetic_Powdery Mildew_Gall Midge_420.jpg,0,0,0,0,1,0,1,0,0
synthetic_Bacterial Canker_Cutting Weevil_1377.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Anthracnose_1957.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_Die Back_144.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_Die Back_1509.jpg,0,0,0,1,1,0,0,0,0
synthetic_Die Back_Anthracnose_220.jpg,1,0,0,1,0,0,0,0,0
synthetic_Die Back_Anthracnose_1454.jpg,1,0,0,1,0,0,0,0,0
synthetic_Gall Midge_Anthracnose_665.jpg,1,0,0,0,1,0,0,0,0
synthetic_Powdery Mildew_Sooty Mould_540.jpg,0,0,0,0,0,0,1,1,0
synthetic_Cutting Weevil_Sooty Mould_1578.jpg,0,0,1,0,0,0,0,1,0
synthetic_Bacterial Canker_Powdery Mildew_802.jpg,0,1,0,0,0,0,1,0,0
synthetic_Cutting Weevil_uploads_1031.jpg,0,0,1,0,0,0,0,0,1
synthetic_Healthy_Powdery Mildew_542.jpg,0,0,0,0,0,1,1,0,0
synthetic_Powdery Mildew_Cutting Weevil_492.jpg,0,0,1,0,0,0,1,0,0
synthetic_Healthy_Anthracnose_1463.jpg,1,0,0,0,0,1,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1165.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Gall Midge_1091.jpg,0,0,0,0,1,1,0,0,0
synthetic_uploads_Die Back_1284.jpg,0,0,0,1,0,0,0,0,1
synthetic_Bacterial Canker_Die Back_687.jpg,0,1,0,1,0,0,0,0,0
synthetic_Anthracnose_Healthy_51.jpg,1,0,0,0,0,1,0,0,0
synthetic_Powdery Mildew_Gall Midge_1425.jpg,0,0,0,0,1,0,1,0,0
synthetic_Bacterial Canker_Sooty Mould_1924.jpg,0,1,0,0,0,0,0,1,0
synthetic_Gall Midge_Healthy_42.jpg,0,0,0,0,1,1,0,0,0
synthetic_Healthy_Sooty Mould_774.jpg,0,0,0,0,0,1,0,1,0
synthetic_Gall Midge_uploads_519.jpg,0,0,0,0,1,0,0,0,1
synthetic_Sooty Mould_Powdery Mildew_579.jpg,0,0,0,0,0,0,1,1,0
synthetic_Die Back_Gall Midge_1041.jpg,0,0,0,1,1,0,0,0,0
synthetic_Cutting Weevil_Healthy_1560.jpg,0,0,1,0,0,1,0,0,0
synthetic_uploads_Die Back_734.jpg,0,0,0,1,0,0,0,0,1
synthetic_Cutting Weevil_uploads_870.jpg,0,0,1,0,0,0,0,0,1
synthetic_Healthy_Anthracnose_110.jpg,1,0,0,0,0,1,0,0,0
synthetic_Anthracnose_Die Back_1201.jpg,1,0,0,1,0,0,0,0,0
synthetic_Gall Midge_Powdery Mildew_637.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Bacterial Canker_130.jpg,0,1,0,0,0,0,0,0,1
synthetic_Healthy_Bacterial Canker_936.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Gall Midge_288.jpg,1,0,0,0,1,0,0,0,0
synthetic_Gall Midge_Healthy_1717.jpg,0,0,0,0,1,1,0,0,0
synthetic_Bacterial Canker_Gall Midge_1254.jpg,0,1,0,0,1,0,0,0,0
synthetic_Die Back_Cutting Weevil_1930.jpg,0,0,1,1,0,0,0,0,0
synthetic_Anthracnose_Sooty Mould_1789.jpg,1,0,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Die Back_1216.jpg,0,0,0,1,0,0,1,0,0
synthetic_Powdery Mildew_Cutting Weevil_31.jpg,0,0,1,0,0,0,1,0,0
synthetic_Powdery Mildew_Sooty Mould_153.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_uploads_1747.jpg,1,0,0,0,0,0,0,0,1
synthetic_uploads_Sooty Mould_1559.jpg,0,0,0,0,0,0,0,1,1
synthetic_Healthy_uploads_934.jpg,0,0,0,0,0,1,0,0,1
synthetic_Sooty Mould_Anthracnose_1090.jpg,1,0,0,0,0,0,0,1,0
synthetic_Cutting Weevil_Die Back_1533.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Sooty Mould_943.jpg,0,0,0,0,0,1,0,1,0
synthetic_Anthracnose_Healthy_86.jpg,1,0,0,0,0,1,0,0,0
synthetic_Gall Midge_Sooty Mould_602.jpg,0,0,0,0,1,0,0,1,0
synthetic_Cutting Weevil_Anthracnose_1530.jpg,1,0,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_1450.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Powdery Mildew_1323.jpg,0,0,0,0,0,1,1,0,0
synthetic_Powdery Mildew_Sooty Mould_143.jpg,0,0,0,0,0,0,1,1,0
synthetic_Anthracnose_uploads_1247.jpg,1,0,0,0,0,0,0,0,1
synthetic_uploads_Bacterial Canker_1810.jpg,0,1,0,0,0,0,0,0,1
synthetic_Gall Midge_Powdery Mildew_1195.jpg,0,0,0,0,1,0,1,0,0
synthetic_Die Back_Bacterial Canker_1796.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Gall Midge_439.jpg,0,0,0,1,1,0,0,0,0
synthetic_Anthracnose_Cutting Weevil_1742.jpg,1,0,1,0,0,0,0,0,0
synthetic_Die Back_Cutting Weevil_1719.jpg,0,0,1,1,0,0,0,0,0
synthetic_Gall Midge_uploads_196.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_Cutting Weevil_1521.jpg,0,0,1,0,1,0,0,0,0
synthetic_Healthy_Die Back_1975.jpg,0,0,0,1,0,1,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_1908.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Die Back_891.jpg,0,0,0,1,0,1,0,0,0
synthetic_Gall Midge_Die Back_499.jpg,0,0,0,1,1,0,0,0,0
synthetic_uploads_Anthracnose_1507.jpg,1,0,0,0,0,0,0,0,1
synthetic_Gall Midge_uploads_793.jpg,0,0,0,0,1,0,0,0,1
synthetic_Gall Midge_Anthracnose_662.jpg,1,0,0,0,1,0,0,0,0
synthetic_Cutting Weevil_Gall Midge_765.jpg,0,0,1,0,1,0,0,0,0
synthetic_Powdery Mildew_Anthracnose_659.jpg,1,0,0,0,0,0,1,0,0
synthetic_Gall Midge_Die Back_1289.jpg,0,0,0,1,1,0,0,0,0
synthetic_Bacterial Canker_uploads_1082.jpg,0,1,0,0,0,0,0,0,1
synthetic_Bacterial Canker_Die Back_1571.jpg,0,1,0,1,0,0,0,0,0
synthetic_Gall Midge_Sooty Mould_1660.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Gall Midge_188.jpg,0,0,0,0,1,0,0,1,0
synthetic_uploads_Bacterial Canker_1874.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Sooty Mould_1269.jpg,0,0,0,1,0,0,0,1,0
